1.1.1.1,"Alcoholdehydrogenase"
4.2.1.113,"o-succinylbenzoatesynthase"
4.2.1.12,"Phosphogluconatedehydratase"
4.2.1.17,"Enoyl-CoAhydratase"
4.2.1.18,"Methylglutaconyl-CoAhydratase"
4.2.1.19,"Imidazoleglycerol-phosphatedehydratase"
4.2.1.2,"Fumaratehydratase"
4.2.1.20,"Tryptophansynthase"
4.2.1.22,"Cystathioninebeta-synthase"
4.2.1.24,"Porphobilinogensynthase"
4.2.1.3,"Aconitatehydratase"
4.2.1.30,"Glyceroldehydratase"
4.2.1.31,"Maleatehydratase"
4.2.1.32,"L(+)-tartratedehydratase"
4.2.1.33,"3-isopropylmalatedehydratase"
4.2.1.35,"(R)-2-methylmalatedehydratase"
4.2.1.36,"Homoaconitatehydratase"
4.2.1.40,"Glucaratedehydratase"
4.2.1.41,"5-dehydro-4-deoxyglucaratedehydratase"
4.2.1.42,"Galactaratedehydratase"
4.2.1.44,"Myo-inosose-2dehydratase"
4.2.1.45,"CDP-glucose4,6-dehydratase"
4.2.1.46,"dTDP-glucose4,6-dehydratase"
4.2.1.47,"GDP-mannose4,6-dehydratase"
4.2.1.49,"Urocanatehydratase"
4.2.1.51,"Prephenatedehydratase"
4.2.1.52,"Dihydrodipicolinatesynthase"
4.2.1.55,"3-hydroxybutyryl-CoAdehydratase"
4.2.1.6,"Galactonatedehydratase"
4.2.1.60,"3-hydroxydecanoyl-[acyl-carrier-protein]dehydratase"
4.2.1.61,"3-hydroxypalmitoyl-[acyl-carrier-protein]dehydratase"
4.2.1.66,"Cyanidehydratase"
4.2.1.69,"Cyanamidehydratase"
4.2.1.7,"Altronatedehydratase"
4.2.1.75,"Uroporphyrinogen-IIIsynthase"
4.2.1.78,"(S)-norcoclaurinesynthase"
4.2.1.79,"2-methylcitratedehydratase"
4.2.1.8,"Mannonatedehydratase"
4.2.1.80,"2-oxopent-4-enoatehydratase"
4.2.1.84,"Nitrilehydratase"
4.2.1.9,"Dihydroxy-aciddehydratase"
4.2.1.90,"L-rhamnonatedehydratase"
4.2.1.91,"Arogenatedehydratase"
4.2.1.92,"Hydroperoxidedehydratase"
4.2.1.94,"Scytalonedehydratase"
4.2.1.96,"4a-hydroxytetrahydrobiopterindehydratase"
4.2.2.1,"Hyaluronatelyase"
4.2.2.10,"Pectinlyase"
4.2.2.15,"Anhydrosialidase"
4.2.2.17,"Inulinfructotransferase(DFA-I-forming)"
4.2.2.19,"ChondroitinBlyase"
4.2.2.2,"Pectatelyase"
4.2.2.20,"Chondroitin-sulfate-ABCendolyase"
4.2.2.3,"Poly(beta-D-mannuronate)lyase"
4.2.2.5,"ChondroitinAClyase"
4.2.2.6,"Oligogalacturonidelyase"
4.2.2.7,"Heparinlyase"
4.2.2.9,"Pectatedisaccharide-lyase"
4.2.3.1,"Threoninesynthase"
4.2.3.11,"Sabinene-hydratesynthase"
4.2.3.12,"6-pyruvoyltetrahydropterinsynthase"
4.2.3.13,"(+)-delta-cadinenesynthase"
4.2.3.14,"Pinenesynthase"
4.2.3.15,"Myrcenesynthase"
4.2.3.16,"(4S)-limonenesynthase"
4.2.3.17,"Taxadienesynthase"
4.2.3.18,"Abietadienesynthase"
4.2.3.19,"Ent-kaurenesynthase"
4.2.3.20,"(R)-limonenesynthase"
4.2.3.22,"Germacradienolsynthase"
4.2.3.24,"Amorpha-4,11-dienesynthase"
4.2.3.25,"S-linaloolsynthase"
4.2.3.3,"Methylglyoxalsynthase"
4.2.3.32,"Levopimaradienesynthase"
4.2.3.37,"Epi-isozizaenesynthase"
4.2.3.4,"3-dehydroquinatesynthase"
4.2.3.5,"Chorismatesynthase"
4.2.3.6,"Trichodienesynthase"
4.2.3.7,"Pentalenenesynthase"
4.2.3.8,"Casbenesynthase"
4.2.3.9,"Aristolochenesynthase"
4.2.99.18,"DNA-(apurinicorapyrimidinicsite)lyase"
4.2.99.20,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylatesynthase"
4.3.1.1,"Aspartateammonia-lyase"
4.3.1.12,"Ornithinecyclodeaminase"
4.3.1.15,"Diaminopropionateammonia-lyase"
4.3.1.16,"Threo-3-hydroxyaspartateammonia-lyase"
4.3.1.17,"L-serineammonia-lyase"
4.3.1.18,"D-serineammonia-lyase"
4.3.1.19,"Threonineammonia-lyase"
4.3.1.2,"Methylaspartateammonia-lyase"
4.3.1.24,"Phenylalanineammonia-lyase"
4.3.1.3,"Histidineammonia-lyase"
4.3.1.4,"Formimidoyltetrahydrofolatecyclodeaminase"
4.3.1.7,"Ethanolamineammonia-lyase"
4.3.2.1,"Argininosuccinatelyase"
4.3.2.2,"Adenylosuccinatelyase"
4.3.2.5,"Peptidylamidoglycolatelyase"
4.3.3.2,"Strictosidinesynthase"
4.4.1.1,"Cystathioninegamma-lyase"
4.4.1.11,"Methioninegamma-lyase"
4.4.1.13,"Cysteine-S-conjugatebeta-lyase"
4.4.1.14,"1-aminocyclopropane-1-carboxylatesynthase"
4.4.1.15,"D-cysteinedesulfhydrase"
4.4.1.16,"Selenocysteinelyase"
4.4.1.17,"Holocytochrome-csynthase"
4.4.1.19,"Phosphosulfolactatesynthase"
4.4.1.2,"Homocysteinedesulfhydrase"
4.4.1.20,"Leukotriene-C(4)synthase"
4.4.1.21,"S-ribosylhomocysteinelyase"
4.4.1.22,"S-(hydroxymethyl)glutathionesynthase"
4.4.1.23,"2-hydroxypropyl-CoMlyase"
4.4.1.4,"Alliinlyase"
4.4.1.5,"Lactoylglutathionelyase"
4.4.1.8,"Cystathioninebeta-lyase"
4.5.1.3,"Dichloromethanedehalogenase"
4.6.1.1,"Adenylatecyclase"
4.6.1.12,"2-C-methyl-D-erythritol2,4-cyclodiphosphatesynthase"
4.6.1.13,"Phosphatidylinositoldiacylglycerol-lyase"
4.6.1.14,"Glycosylphosphatidylinositoldiacylglycerol-lyase"
4.6.1.15,"FAD-AMPlyase(cyclizing)"
4.6.1.2,"Guanylatecyclase"
4.99.1.1,"Ferrochelatase"
4.99.1.2,"Alkylmercurylyase"
4.99.1.3,"Sirohydrochlorincobaltochelatase"
4.99.1.4,"Sirohydrochlorinferrochelatase"
4.99.1.7,"Phenylacetaldoximedehydratase"
5.1.1.1,"Alanineracemase"
5.1.1.11,"Phenylalanineracemase(ATP-hydrolyzing)"
5.1.1.12,"Ornithineracemase"
5.1.1.13,"Aspartateracemase"
5.1.1.17,"Isopenicillin-Nepimerase"
5.1.1.18,"Serineracemase"
5.1.1.3,"Glutamateracemase"
5.1.1.4,"Prolineracemase"
5.1.1.7,"Diaminopimelateepimerase"
5.1.1.8,"4-hydroxyprolineepimerase"
5.1.2.2,"Mandelateracemase"
5.1.2.3,"3-hydroxybutyryl-CoAepimerase"
5.1.3.1,"Ribulose-phosphate3-epimerase"
5.1.3.10,"CDP-paratose2-epimerase"
5.1.3.12,"UDP-glucuronate5{prime}-epimerase"
5.1.3.13,"dTDP-4-dehydrorhamnose3,5-epimerase"
5.1.3.14,"UDP-N-acetylglucosamine2-epimerase"
5.1.3.18,"GDP-mannose3,5-epimerase"
5.1.3.19,"Chondroitin-glucuronate5-epimerase"
5.1.3.2,"UDP-glucose4-epimerase"
5.1.3.20,"ADP-glyceromanno-heptose6-epimerase"
5.1.3.22,"L-ribulose-5-phosphate3-epimerase"
5.1.3.3,"Aldose1-epimerase"
5.1.3.4,"L-ribulose-5-phosphate4-epimerase"
5.1.3.5,"UDP-arabinose4-epimerase"
5.1.3.6,"UDP-glucuronate4-epimerase"
5.1.3.7,"UDP-N-acetylglucosamine4-epimerase"
5.1.3.8,"N-acylglucosamine2-epimerase"
5.1.3.9,"N-acylglucosamine-6-phosphate2-epimerase"
5.1.99.1,"Methylmalonyl-CoAepimerase"
5.1.99.4,"Alpha-methylacyl-CoAracemase"
5.1.99.5,"Hydantoinracemase"
5.2.1.2,"Maleylacetoacetateisomerase"
5.2.1.4,"Maleylpyruvateisomerase"
5.2.1.8,"Peptidylprolylisomerase"
5.3.1.1,"Triose-phosphateisomerase"
5.3.1.12,"Glucuronateisomerase"
5.3.1.13,"Arabinose-5-phosphateisomerase"
5.3.1.14,"L-rhamnoseisomerase"
5.3.1.15,"D-lyxoseketol-isomerase"
5.3.1.16,"isomerase"
5.3.1.17,"4-deoxy-L-threo-5-hexosulose-uronateketol-isomerase"
5.3.1.22,"Hydroxypyruvateisomerase"
5.3.1.23,"S-methyl-5-thioribose-1-phosphateisomerase"
5.3.1.24,"Phosphoribosylanthranilateisomerase"
5.3.1.25,"L-fucoseisomerase"
5.3.1.26,"Galactose-6-phosphateisomerase"
5.3.1.27,"6-phospho-3-hexuloisomerase"
5.3.1.4,"L-arabinoseisomerase"
5.3.1.5,"Xyloseisomerase"
5.3.1.6,"Ribose-5-phosphateisomerase"
5.3.1.8,"Mannose-6-phosphateisomerase"
5.3.1.9,"Glucose-6-phosphateisomerase"
5.3.2.1,"Phenylpyruvatetautomerase"
5.3.3.1,"SteroidDelta-isomerase"
5.3.3.10,"5-carboxymethyl-2-hydroxymuconateDelta-isomerase"
5.3.3.12,"L-dopachromeisomerase"
5.3.3.2,"Isopentenyl-diphosphateDelta-isomerase"
5.3.3.3,"Vinylacetyl-CoADelta-isomerase"
5.3.3.4,"MuconolactoneDelta-isomerase"
5.3.3.5,"CholestenolDelta-isomerase"
5.3.3.8,"Dodecenoyl-CoAisomerase"
5.3.4.1,"Proteindisulfide-isomerase"
5.3.99.2,"Prostaglandin-Dsynthase"
5.3.99.3,"Prostaglandin-Esynthase"
5.3.99.4,"Prostaglandin-Isynthase"
5.3.99.5,"Thromboxane-Asynthase"
5.3.99.6,"Allene-oxidecyclase"
5.3.99.8,"Capsanthin/capsorubinsynthase"
5.4.1.2,"Precorrin-8Xmethylmutase"
5.4.2.1,"Phosphoglyceratemutase"
5.4.2.10,"Phosphoglucosaminemutase"
5.4.2.2,"Phosphoglucomutase"
5.4.2.3,"Phosphoacetylglucosaminemutase"
5.4.2.4,"Bisphosphoglyceratemutase"
5.4.2.6,"Beta-phosphoglucomutase"
5.4.2.7,"Phosphopentomutase"
5.4.2.8,"Phosphomannomutase"
5.4.2.9,"Phosphoenolpyruvatemutase"
5.4.3.2,"Lysine2,3-aminomutase"
5.4.3.8,"Glutamate-1-semialdehyde2,1-aminomutase"
5.4.4.2,"Isochorismatesynthase"
5.4.99.1,"Methylaspartatemutase"
5.4.99.12,"tRNA-pseudouridinesynthaseI"
5.4.99.15,"(1->4)-alpha-D-glucan1-alpha-D-glucosylmutase"
5.4.99.16,"Maltosealpha-D-glucosyltransferase"
5.4.99.17,"Squalene--hopenecyclase"
5.4.99.2,"Methylmalonyl-CoAmutase"
5.4.99.4,"2-methyleneglutaratemutase"
5.4.99.5,"Chorismatemutase"
5.4.99.7,"Lanosterolsynthase"
5.4.99.8,"Cycloartenolsynthase"
5.4.99.9,"UDP-galactopyranosemutase"
5.5.1.1,"Muconatecycloisomerase"
5.5.1.12,"Copalyldiphosphatesynthase"
5.5.1.13,"Ent-copalyldiphosphatesynthase"
5.5.1.2,"3-carboxy-cis,cis-muconatecycloisomerase"
5.5.1.4,"Inositol-3-phosphatesynthase"
5.5.1.5,"Carboxy-cis,cis-muconatecyclase"
5.5.1.6,"Chalconeisomerase"
5.5.1.7,"Chloromuconatecycloisomerase"
5.5.1.8,"Bornyldiphosphatesynthase"
5.5.1.9,"Cycloeucalenolcycloisomerase"
5.99.1.2,"DNAtopoisomerase"
5.99.1.3,"DNAtopoisomerase(ATP-hydrolyzing)"
6.1.1.1,"Tyrosine--tRNAligase"
6.1.1.10,"Methionine--tRNAligase"
6.1.1.11,"Serine--tRNAligase"
6.1.1.12,"Aspartate--tRNAligase"
6.1.1.13,"D-alanine--poly(phosphoribitol)ligase"
6.1.1.14,"Glycine--tRNAligase"
6.1.1.15,"Proline--tRNAligase"
6.1.1.16,"Cysteine--tRNAligase"
6.1.1.17,"Glutamate--tRNAligase"
6.1.1.18,"Glutamine--tRNAligase"
6.1.1.19,"Arginine--tRNAligase"
6.1.1.2,"Tryptophan--tRNAligase"
6.1.1.20,"Phenylalanine--tRNAligase"
6.1.1.21,"Histidine--tRNAligase"
6.1.1.22,"Asparagine--tRNAligase"
6.1.1.26,"Pyrrolysine--tRNA(Pyl)ligase"
6.1.1.3,"Threonine--tRNAligase"
6.1.1.4,"Leucine--tRNAligase"
6.1.1.5,"Isoleucine--tRNAligase"
6.1.1.6,"Lysine--tRNAligase"
6.1.1.7,"Alanine--tRNAligase"
6.1.1.9,"Valine--tRNAligase"
6.2.1.1,"Acetate--CoAligase"
6.2.1.12,"4-coumarate--CoAligase"
6.2.1.14,"6-carboxyhexanoate--CoAligase"
6.2.1.16,"Acetoacetate--CoAligase"
6.2.1.17,"Propionate--CoAligase"
6.2.1.19,"Long-chain-fatty-acid--luciferin-componentligase"
6.2.1.2,"Butyrate--CoAligase"
6.2.1.20,"Long-chain-fatty-acid--[acyl-carrier-protein]ligase"
6.2.1.22,"[Citrate(pro-3S)-lyase]ligase"
6.2.1.25,"Benzoate--CoAligase"
6.2.1.26,"o-succinylbenzoate--CoAligase"
6.2.1.27,"4-hydroxybenzoate--CoAligase"
6.2.1.3,"Long-chain-fatty-acid--CoAligase"
6.2.1.30,"Phenylacetate--CoAligase"
6.2.1.4,"Succinate--CoAligase(GDP-forming)"
6.2.1.5,"Succinate--CoAligase(ADP-forming)"
6.2.1.7,"Cholate--CoAligase"
6.2.1.9,"Malate--CoAligase"
6.3.1.1,"Aspartate--ammonialigase"
6.3.1.11,"Glutamate--putrescineligase"
6.3.1.2,"Glutamate--ammonialigase"
6.3.1.5,"NAD(+)synthase"
6.3.1.8,"Glutathionylspermidinesynthase"
6.3.1.9,"Trypanothionesynthase"
6.3.2.1,"Pantoate--beta-alanineligase"
6.3.2.10,"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanineligase"
6.3.2.12,"Dihydrofolatesynthase"
6.3.2.13,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelateligase"
6.3.2.17,"Tetrahydrofolatesynthase"
6.3.2.19,"Ubiquitin--proteinligase"
6.3.2.2,"Glutamate--cysteineligase"
6.3.2.20,"Indoleacetate--lysinesynthetase"
6.3.2.25,"Tubulin--tyrosineligase"
6.3.2.26,"N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valinesynthase"
6.3.2.28,"L-amino-acidalpha-ligase"
6.3.2.29,"Cyanophycinsynthase(L-aspartate-adding)"
6.3.2.3,"Glutathionesynthase"
6.3.2.30,"Cyanophycinsynthase(L-arginine-adding)"
6.3.2.4,"D-alanine--D-alanineligase"
6.3.2.5,"Phosphopantothenate--cysteineligase"
6.3.2.6,"Phosphoribosylaminoimidazolesuccinocarboxamidesynthase"
6.3.2.7,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysineligase"
6.3.2.8,"UDP-N-acetylmuramate--L-alanineligase"
6.3.2.9,"UDP-N-acetylmuramoyl-L-alanine--D-glutamateligase"
6.3.3.1,"Phosphoribosylformylglycinamidinecyclo-ligase"
6.3.3.2,"5-formyltetrahydrofolatecyclo-ligase"
6.3.3.3,"Dethiobiotinsynthase"
6.3.3.4,"(Carboxyethyl)argininebeta-lactam-synthase"
6.3.4.10,"Biotin--[propionyl-CoA-carboxylase(ATP-hydrolyzing)]ligase"
6.3.4.11,"Biotin--[methylcrotonoyl-CoA-carboxylase]ligase"
6.3.4.13,"Phosphoribosylamine--glycineligase"
6.3.4.14,"Biotincarboxylase"
6.3.4.15,"Biotin--[acetyl-CoA-carboxylase]ligase"
6.3.4.16,"Carbamoyl-phosphatesynthase(ammonia)"
2.4.1.175,"Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase"
6.3.4.3,"Formate--tetrahydrofolateligase"
6.3.4.4,"Adenylosuccinatesynthase"
6.3.4.5,"Argininosuccinatesynthase"
6.3.4.6,"Ureacarboxylase"
6.3.4.9,"Biotin--[methylmalonyl-CoA-carboxytransferase]ligase"
6.3.5.1,"NAD(+)synthase(glutamine-hydrolyzing)"
6.3.5.2,"GMPsynthase(glutamine-hydrolyzing)"
6.3.5.3,"Phosphoribosylformylglycinamidinesynthase"
6.3.5.4,"Asparaginesynthase(glutamine-hydrolyzing)"
6.3.5.5,"Carbamoyl-phosphatesynthase(glutamine-hydrolyzing)"
6.4.1.1,"Pyruvatecarboxylase"
6.4.1.2,"Acetyl-CoAcarboxylase"
6.4.1.3,"Propionyl-CoAcarboxylase"
6.4.1.4,"Methylcrotonoyl-CoAcarboxylase"
6.5.1.1,"DNAligase(ATP)"
6.5.1.2,"DNAligase(NAD(+))"
6.5.1.3,"RNAligase(ATP)"
6.5.1.4,"RNA-3{prime}-phosphatecyclase"
6.6.1.1,"Magnesiumchelatase"
6.6.1.2,"Cobaltochelatase"
2.4.1.174,"Glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase"
2.4.1.223,"Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase"
2.4.1.102,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase"
2.4.1.224,"Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase"
2.7.8.15,"UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase"
